Daytime_evening_attendance,Previous_qualification_grade,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Status
Daytime,127.0,117.9,No,No,Yes,Male,Yes,5,10,9,12.9,4,10,10,12.363636363636363,Graduate
Daytime,130.0,130.0,No,No,Yes,Male,No,0,8,8,13.22,0,8,8,13.22,Graduate
Daytime,129.0,120.0,Yes,No,Yes,Male,Yes,0,8,7,13.151428571428571,0,8,7,13.151428571428571,Graduate
Daytime,130.0,130.0,No,Yes,No,Male,No,0,6,3,12.75,0,6,3,11.333333333333334,Dropout
Daytime,121.0,116.8,Yes,No,Yes,Male,No,0,6,6,11.333333333333334,0,6,4,12.25,Graduate
Daytime,136.0,123.4,Yes,No,Yes,Male,Yes,0,6,6,13.25,0,6,5,14.142857142857142,Graduate
Daytime,125.0,125.4,Yes,No,Yes,Male,No,0,6,5,12.4,0,6,5,12.4,Enrolled
Daytime,131.0,127.2,Yes,No,Yes,Male,Yes,0,6,6,15.0,0,6,6,12.833333333333334,Dropout
Daytime,122.0,103.4,No,No,Yes,Male,No,0,5,5,14.4,0,5,5,13.0,Graduate
Daytime,127.0,123.2,Yes,No,Yes,Male,No,0,6,1,11.0,0,6,0,0.0,Enrolled
Daytime,136.0,124.1,No,No,Yes,Male,No,0,5,5,12.4,0,5,5,10.8,Graduate
Daytime,133.1,99.5,Yes,Yes,No,Male,Yes,0,7,1,16.0,0,7,0,0.0,Dropout
Evening,127.0,124.9,No,No,Yes,Male,No,0,5,5,13.571428571428571,0,5,5,12.333333333333334,Graduate
Daytime,116.0,110.8,No,No,Yes,Male,No,0,6,6,11.833333333333334,0,6,6,12.5,Enrolled
Daytime,121.0,118.9,Yes,No,Yes,Male,Yes,0,6,5,11.666666666666666,0,6,5,12.666666666666666,Graduate
Daytime,124.0,118.8,Yes,Yes,No,Male,No,6,10,6,11.833333333333334,2,7,2,13.0,Dropout
Daytime,131.0,137.0,No,No,Yes,Male,Yes,0,6,6,11.166666666666666,0,6,5,10.6,Graduate
Evening,100.0,100.0,No,No,Yes,Male,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,130.0,120.0,No,Yes,No,Male,No,8,12,8,11.75,6,12,6,12.166666666666666,Dropout
Daytime,135.0,122.8,No,No,Yes,Male,No,0,6,6,14.0,0,6,6,14.0,Graduate
Daytime,130.0,121.6,No,No,Yes,Male,No,0,6,6,12.833333333333334,0,6,6,12.0,Graduate
Daytime,146.0,149.2,Yes,No,Yes,Male,No,0,6,4,12.25,0,6,3,11.666666666666666,Graduate
Daytime,146.0,140.0,Yes,No,Yes,Male,No,0,8,7,14.828571428571427,0,8,7,14.828571428571427,Graduate
Daytime,154.0,133.4,Yes,No,Yes,Male,Yes,0,6,5,11.4,0,6,5,12.8,Graduate
Daytime,137.0,126.2,Yes,No,Yes,Male,Yes,0,6,6,13.0,0,6,6,12.5,Graduate
Daytime,151.0,127.8,No,No,Yes,Male,Yes,0,8,7,13.671428571428573,0,8,7,13.671428571428573,Graduate
Daytime,150.0,150.0,No,No,Yes,Male,Yes,0,6,6,12.666666666666666,0,6,5,12.8,Graduate
Daytime,121.0,113.7,Yes,No,No,Male,No,0,5,2,10.0,0,5,1,13.0,Dropout
Daytime,122.0,117.8,Yes,No,Yes,Male,No,0,5,5,13.5,0,5,5,12.333333333333334,Graduate
Daytime,143.0,136.7,No,No,Yes,Male,No,2,7,7,12.67,1,8,8,13.55,Graduate
Daytime,152.0,144.7,No,No,Yes,Male,No,0,6,6,14.5,0,6,6,15.428571428571429,Graduate
Daytime,145.0,139.8,Yes,No,Yes,Male,No,0,7,7,13.685714285714283,0,8,8,15.3875,Graduate
Daytime,120.0,113.7,No,No,Yes,Male,No,0,6,5,11.0,0,6,3,10.666666666666666,Dropout
Daytime,140.0,140.0,No,Yes,No,Male,No,7,9,7,11.555555555555555,5,7,5,13.2,Dropout
Daytime,143.0,142.3,No,No,Yes,Male,Yes,0,7,7,13.79714285714286,0,8,8,13.775,Enrolled
Daytime,129.0,119.6,Yes,No,Yes,Male,Yes,0,7,7,14.00375,0,8,7,13.812857142857142,Graduate
Daytime,139.0,123.7,Yes,No,Yes,Male,Yes,0,5,4,12.0,0,5,4,11.4,Graduate
Evening,133.1,143.0,Yes,No,Yes,Male,Yes,0,6,5,14.166666666666666,0,6,6,14.166666666666666,Graduate
Evening,127.0,100.1,No,No,Yes,Male,No,1,5,5,14.0,0,5,5,13.8,Graduate
Daytime,126.0,119.4,No,No,Yes,Male,Yes,0,6,5,13.8,0,6,6,12.833333333333334,Graduate
Evening,128.0,122.1,No,No,Yes,Male,No,0,6,5,12.8,0,6,6,11.857142857142858,Graduate
Daytime,100.0,100.0,No,No,Yes,Male,No,0,6,6,12.166666666666666,0,6,6,13.833333333333334,Graduate
Daytime,123.0,113.9,No,No,Yes,Male,No,0,6,6,12.5,0,6,6,12.333333333333334,Enrolled
Evening,170.0,101.0,No,No,Yes,Male,No,0,6,4,12.0,0,6,4,11.5,Graduate
Evening,117.0,111.8,Yes,No,Yes,Male,Yes,0,6,6,10.833333333333334,0,6,6,11.5,Graduate
Daytime,140.0,140.0,Yes,No,Yes,Male,No,0,8,8,13.385,0,8,8,13.385,Graduate
Daytime,123.0,124.4,Yes,No,Yes,Male,No,0,6,6,15.666666666666666,0,6,6,14.5,Graduate
Daytime,150.0,150.0,No,Yes,Yes,Male,Yes,0,6,6,14.333333333333334,0,6,6,13.833333333333334,Graduate
Daytime,140.0,140.0,No,No,Yes,Male,No,0,6,6,11.428571428571429,0,6,5,13.0,Enrolled
Daytime,123.0,116.0,Yes,No,Yes,Male,Yes,0,6,6,11.666666666666666,0,6,6,11.666666666666666,Graduate
Daytime,130.0,135.6,Yes,No,Yes,Male,Yes,0,6,5,12.0,0,6,2,11.333333333333334,Dropout
Daytime,137.0,121.0,No,No,Yes,Male,Yes,0,8,7,14.725714285714288,0,8,7,14.725714285714288,Graduate
Daytime,126.0,118.7,Yes,No,Yes,Male,Yes,0,6,6,14.166666666666666,0,6,6,13.666666666666666,Graduate
Daytime,125.0,125.7,Yes,No,Yes,Male,No,0,6,6,11.571428571428571,0,6,6,12.333333333333334,Graduate
Daytime,112.0,107.1,Yes,No,Yes,Male,No,0,7,7,12.5,0,8,8,13.1375,Graduate
Daytime,141.0,125.5,No,No,Yes,Male,No,0,8,8,12.86,0,8,8,12.86,Graduate
Daytime,135.0,127.0,Yes,No,Yes,Male,No,0,6,6,12.25,0,6,6,13.714285714285714,Graduate
Daytime,117.0,113.5,Yes,No,Yes,Male,Yes,0,5,4,12.0,0,5,5,12.2,Graduate
Daytime,160.0,154.4,No,No,Yes,Male,Yes,0,7,7,15.116666666666667,0,8,8,16.168888888888887,Graduate
Daytime,136.0,122.0,No,Yes,No,Male,No,0,5,2,12.5,0,5,4,10.25,Dropout
Daytime,143.0,128.0,Yes,No,Yes,Male,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,119.0,115.5,Yes,No,Yes,Male,No,0,6,4,11.0,0,6,4,11.0,Enrolled
Daytime,120.0,117.2,Yes,No,Yes,Male,No,0,6,6,11.875,0,6,4,14.6,Graduate
Daytime,150.0,150.0,Yes,No,Yes,Male,No,1,5,1,11.0,0,5,0,0.0,Dropout
Daytime,142.0,155.3,No,No,Yes,Male,No,0,5,5,15.2,0,5,5,13.2,Graduate
Daytime,120.0,120.0,Yes,Yes,No,Male,No,2,6,5,11.6,1,6,2,11.0,Dropout
Daytime,160.0,116.1,No,Yes,Yes,Male,No,0,6,6,14.833333333333334,0,6,6,15.142857142857142,Graduate
Daytime,133.1,118.9,Yes,No,Yes,Male,No,0,6,3,11.333333333333334,0,6,3,11.333333333333334,Dropout
Daytime,142.0,127.3,No,No,Yes,Male,Yes,0,5,5,11.2,0,5,5,11.8,Graduate
Daytime,121.0,113.7,Yes,No,Yes,Male,Yes,0,6,5,13.4,0,6,5,13.666666666666666,Graduate
Daytime,135.0,118.5,No,No,Yes,Male,No,0,5,2,10.5,0,5,0,0.0,Dropout
Daytime,153.0,146.7,No,No,Yes,Male,No,0,5,5,16.2,0,5,5,16.4,Graduate
Daytime,140.0,124.3,Yes,No,Yes,Male,Yes,0,7,7,14.542857142857144,0,8,8,14.88181818181818,Graduate
Daytime,152.0,137.8,No,No,Yes,Male,No,0,7,7,13.694285714285714,0,8,8,14.355555555555554,Graduate
Daytime,120.0,130.2,No,No,Yes,Male,Yes,0,6,6,11.285714285714286,0,6,6,11.857142857142858,Graduate
Daytime,160.0,147.8,No,No,Yes,Male,No,0,7,6,11.757142857142856,0,8,6,13.083333333333334,Enrolled
Daytime,150.0,150.0,No,Yes,No,Male,No,0,3,0,0.0,0,6,0,0.0,Dropout
Daytime,100.0,100.0,Yes,No,Yes,Male,Yes,0,8,7,13.058571428571428,0,8,7,13.058571428571428,Graduate
Daytime,150.0,155.6,No,No,Yes,Male,No,0,7,7,14.3,0,8,8,14.055555555555555,Graduate
Daytime,124.0,117.4,No,No,Yes,Male,No,3,10,5,11.8,4,10,8,12.0,Graduate
Daytime,141.0,128.8,Yes,No,Yes,Male,No,0,5,3,10.333333333333334,0,5,3,13.0,Enrolled
Daytime,121.0,117.5,Yes,No,Yes,Male,No,0,6,6,10.571428571428571,0,6,3,11.666666666666666,Graduate
Daytime,134.0,120.4,Yes,No,Yes,Male,No,0,7,6,13.333333333333334,0,7,6,13.333333333333334,Graduate
Daytime,134.0,130.9,No,Yes,Yes,Male,No,0,6,6,11.857142857142858,0,6,5,11.0,Graduate
Daytime,132.0,125.0,Yes,No,Yes,Male,No,0,6,5,12.6,0,6,5,11.4,Enrolled
Daytime,135.0,136.8,Yes,No,Yes,Male,No,0,5,5,14.0,0,5,5,11.6,Enrolled
Daytime,123.0,121.6,Yes,No,Yes,Male,No,0,7,5,12.0,0,7,6,12.666666666666666,Enrolled
Daytime,151.0,151.0,No,Yes,Yes,Male,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,107.0,103.5,Yes,No,Yes,Male,No,0,6,6,12.0,0,6,6,13.0,Graduate
Evening,126.0,119.4,No,No,Yes,Male,No,0,6,6,12.666666666666666,0,6,6,11.666666666666666,Graduate
Daytime,133.0,134.4,Yes,No,Yes,Male,Yes,0,6,6,12.166666666666666,0,6,6,13.666666666666666,Graduate
Daytime,140.0,143.0,No,No,Yes,Male,No,3,6,6,13.333333333333334,2,6,6,14.666666666666666,Graduate
Daytime,110.0,110.0,No,Yes,Yes,Male,No,0,7,7,15.0,0,7,7,14.571428571428571,Graduate
Daytime,141.0,132.5,Yes,No,Yes,Male,Yes,0,8,8,13.39125,0,8,8,13.39125,Graduate
Daytime,122.0,114.7,No,No,Yes,Male,No,0,6,5,12.166666666666666,0,6,6,12.428571428571429,Graduate
Daytime,156.0,166.9,No,No,Yes,Male,No,0,5,4,11.25,0,5,4,12.5,Graduate
Daytime,129.0,125.9,Yes,No,Yes,Male,No,0,5,4,12.0,0,5,3,12.0,Enrolled
Daytime,188.0,178.3,Yes,No,Yes,Male,No,0,0,0,0.0,0,0,0,0.0,Dropout
Evening,120.0,117.0,Yes,No,Yes,Male,No,0,6,6,12.833333333333334,0,6,6,12.857142857142858,Graduate
Daytime,130.0,150.0,No,No,Yes,Male,No,0,6,6,14.0,0,6,6,13.1,Graduate
Daytime,130.0,130.0,Yes,No,Yes,Male,No,3,5,4,13.0,1,5,2,12.0,Enrolled
Daytime,140.0,135.1,Yes,No,Yes,Male,No,0,6,6,13.5,0,6,6,12.5,Graduate
Daytime,110.0,110.0,No,No,Yes,Male,No,10,16,13,10.692307692307692,9,13,9,12.307692307692308,Enrolled
Evening,133.1,136.2,No,No,Yes,Male,No,0,5,5,11.0,0,5,5,11.666666666666666,Graduate
Daytime,120.0,116.0,No,No,Yes,Male,No,0,6,6,13.0,0,6,6,13.833333333333334,Graduate
Evening,96.0,100.0,No,No,Yes,Male,No,0,6,5,12.0,0,6,4,11.25,Enrolled
Daytime,117.0,116.3,Yes,No,Yes,Male,No,0,6,4,12.6,0,6,4,11.5,Dropout
Daytime,123.0,134.0,No,No,Yes,Male,Yes,0,6,6,13.666666666666666,0,6,6,13.333333333333334,Graduate
Daytime,127.0,124.2,Yes,No,No,Male,No,0,0,0,0.0,0,0,0,0.0,Dropout
Daytime,151.0,134.5,No,Yes,Yes,Male,Yes,0,7,6,14.2,0,7,6,14.2,Graduate
Daytime,127.0,120.7,No,Yes,No,Male,No,0,6,5,11.0,0,6,0,0.0,Dropout
Daytime,133.0,127.1,Yes,No,Yes,Male,No,0,6,6,15.0,0,6,6,16.428571428571427,Graduate
Daytime,133.1,133.0,No,No,Yes,Male,No,0,7,6,12.585714285714284,0,8,7,13.44285714285714,Graduate
Evening,133.1,128.2,No,No,Yes,Male,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,133.1,130.0,No,Yes,Yes,Male,Yes,0,6,0,0.0,0,6,0,0.0,Enrolled
Daytime,160.0,172.0,No,No,Yes,Male,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,140.0,128.5,Yes,No,Yes,Male,No,0,6,6,11.666666666666666,0,6,6,11.833333333333334,Graduate
Daytime,146.0,128.5,No,Yes,Yes,Male,No,0,6,3,12.666666666666666,0,6,2,10.0,Dropout
Daytime,112.0,112.0,Yes,No,Yes,Male,No,0,5,3,10.333333333333334,0,5,4,11.0,Enrolled
Daytime,140.0,142.5,Yes,No,Yes,Male,Yes,7,11,8,13.5,4,9,7,13.714285714285714,Graduate
Daytime,136.0,133.0,Yes,No,Yes,Male,No,0,7,5,13.98,0,7,5,13.98,Enrolled
Daytime,133.1,106.0,Yes,No,Yes,Male,Yes,0,6,6,16.153846153846153,0,6,6,15.75,Graduate
Daytime,136.0,125.5,Yes,No,Yes,Male,Yes,0,7,6,14.033333333333331,0,7,6,14.033333333333331,Graduate
Daytime,134.0,131.2,No,No,Yes,Male,No,0,5,1,11.0,0,5,5,11.2,Enrolled
Daytime,122.0,112.9,Yes,No,Yes,Male,Yes,0,7,7,13.857142857142858,0,7,6,13.666666666666666,Graduate
Daytime,138.0,124.8,Yes,No,Yes,Male,No,0,8,7,13.414285714285716,0,8,7,13.414285714285716,Dropout
Evening,160.0,140.9,No,No,Yes,Male,No,7,11,11,13.545454545454543,3,7,7,13.571428571428571,Graduate
Evening,130.0,148.0,No,No,Yes,Male,Yes,0,5,4,11.25,0,5,4,10.833333333333334,Enrolled
Daytime,161.0,148.4,No,No,Yes,Male,Yes,0,6,6,13.833333333333334,0,6,6,14.428571428571429,Graduate
Evening,140.0,129.7,No,No,Yes,Male,No,0,5,5,12.0,0,5,5,12.857142857142858,Graduate
Daytime,133.1,128.2,No,No,Yes,Male,No,0,6,0,0.0,0,6,0,0.0,Dropout
Evening,133.1,104.0,No,Yes,Yes,Male,No,5,11,10,11.9,5,11,10,12.8,Enrolled
Daytime,130.0,119.9,Yes,No,No,Male,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,152.0,141.0,Yes,No,Yes,Male,Yes,0,7,7,15.135714285714286,0,8,8,15.287499999999998,Graduate
Daytime,125.0,116.6,Yes,No,No,Male,Yes,0,7,7,12.285714285714286,0,7,6,13.333333333333334,Enrolled
Daytime,140.0,140.0,Yes,No,Yes,Male,No,2,6,5,12.666666666666666,1,6,2,13.5,Enrolled
Daytime,133.1,140.0,No,No,Yes,Male,Yes,0,7,5,12.74,0,8,6,10.978571428571428,Dropout
Daytime,170.0,100.0,No,No,Yes,Male,No,0,7,6,13.25,0,8,8,13.75,Enrolled
Daytime,135.0,121.0,No,No,Yes,Male,No,0,6,3,10.333333333333334,0,6,3,10.333333333333334,Enrolled
Daytime,125.0,117.0,No,No,Yes,Male,Yes,0,6,6,13.428571428571429,0,6,6,13.166666666666666,Graduate
Daytime,140.0,140.2,No,No,Yes,Male,No,6,11,9,12.555555555555555,3,9,8,11.11111111111111,Graduate
Daytime,124.0,129.3,No,No,Yes,Male,No,0,6,6,11.5,0,6,6,11.166666666666666,Graduate
Daytime,140.0,145.3,No,No,Yes,Male,No,0,6,6,13.666666666666666,0,6,6,12.333333333333334,Graduate
Evening,130.0,146.2,No,No,Yes,Male,No,10,14,11,11.272727272727272,6,11,10,12.0,Graduate
Daytime,134.0,122.5,Yes,No,Yes,Male,No,0,6,5,13.166666666666666,0,6,5,12.4,Enrolled
Evening,160.0,156.1,No,No,Yes,Male,Yes,3,6,6,14.666666666666666,2,6,6,14.166666666666666,Graduate
Daytime,140.0,140.0,Yes,No,Yes,Male,No,0,6,4,12.75,0,6,1,11.0,Enrolled
Daytime,150.0,140.0,No,No,Yes,Male,No,0,7,5,11.2,0,8,5,12.14,Enrolled
Daytime,141.0,128.4,Yes,Yes,No,Male,No,0,6,5,13.0,0,6,5,11.4,Dropout
Daytime,120.0,115.0,No,No,No,Male,No,0,5,2,10.5,0,5,2,12.333333333333334,Dropout
Daytime,166.0,158.7,No,No,Yes,Male,No,0,6,6,14.857142857142858,0,6,6,14.0,Graduate
Daytime,147.0,124.5,Yes,No,Yes,Male,Yes,0,8,7,12.86,0,8,7,12.86,Graduate
Daytime,121.0,111.9,Yes,No,Yes,Male,No,5,11,11,11.727272727272728,5,11,11,12.0,Graduate
Daytime,150.0,150.0,Yes,No,Yes,Male,Yes,3,6,6,13.142857142857142,2,6,3,12.0,Graduate
Daytime,124.0,114.2,Yes,Yes,Yes,Male,No,0,6,5,11.8,0,6,4,13.714285714285714,Dropout
Daytime,96.0,96.0,Yes,No,Yes,Male,No,0,5,3,10.666666666666666,0,5,0,0.0,Dropout
Daytime,125.0,128.9,No,No,Yes,Male,Yes,0,6,5,11.6,0,6,4,11.2,Enrolled
Daytime,136.0,121.7,Yes,No,Yes,Male,No,0,6,3,10.333333333333334,0,6,3,10.333333333333334,Enrolled
Daytime,120.0,114.8,Yes,No,Yes,Male,No,0,6,4,12.25,0,6,3,11.0,Enrolled
Daytime,128.0,127.0,No,No,Yes,Male,No,0,6,6,12.0,0,6,4,12.75,Enrolled
Daytime,142.0,131.3,Yes,No,Yes,Male,No,0,8,7,14.731428571428571,0,8,7,14.731428571428571,Graduate
Daytime,135.0,137.1,Yes,No,Yes,Male,No,0,0,0,0.0,0,0,0,0.0,Graduate
Daytime,120.0,120.0,Yes,No,Yes,Male,No,9,13,13,13.615384615384617,6,12,12,14.25,Graduate
Evening,140.0,139.0,No,No,Yes,Male,No,0,5,5,15.8,0,5,5,14.8,Graduate
Daytime,135.0,129.1,No,No,Yes,Male,No,0,6,6,14.666666666666666,0,6,6,14.571428571428571,Graduate
Daytime,133.1,128.2,No,No,Yes,Male,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,137.0,120.8,Yes,No,Yes,Male,Yes,0,8,7,14.654285714285717,0,8,7,14.654285714285717,Graduate
Daytime,122.0,135.8,No,No,Yes,Male,No,0,8,7,12.401428571428571,0,8,7,12.401428571428571,Graduate
Daytime,128.0,118.9,Yes,No,Yes,Male,No,0,7,7,11.5875,0,8,7,14.071428571428571,Graduate
Evening,140.0,140.0,No,No,Yes,Male,No,3,5,5,14.0,1,5,5,15.6,Graduate
Daytime,132.0,127.1,Yes,No,Yes,Male,Yes,0,6,6,12.333333333333334,0,6,6,11.833333333333334,Graduate
Daytime,131.0,137.0,No,No,Yes,Male,No,0,5,5,14.0,0,5,5,15.4,Graduate
Daytime,126.0,127.4,Yes,No,Yes,Male,No,0,6,6,15.23076923076923,0,6,6,12.375,Graduate
Daytime,133.1,97.0,Yes,No,Yes,Male,No,0,6,5,11.6,0,6,3,11.0,Dropout
Daytime,136.0,126.3,Yes,No,Yes,Male,Yes,0,7,6,11.6,0,7,6,11.6,Graduate
Daytime,140.0,127.5,No,No,Yes,Male,No,0,7,0,0.0,0,8,0,0.0,Dropout
Daytime,135.0,126.6,No,No,Yes,Male,Yes,0,7,7,12.901428571428571,0,8,8,13.094444444444443,Graduate
Evening,160.0,120.0,No,No,Yes,Male,No,4,7,7,14.142857142857142,1,5,5,14.8,Graduate
Daytime,140.0,140.0,Yes,No,Yes,Male,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,140.0,131.5,Yes,No,Yes,Male,No,0,8,8,13.25375,0,8,8,13.25375,Graduate
Daytime,115.0,112.2,Yes,No,Yes,Male,No,0,7,7,13.785714285714286,0,8,8,14.1,Graduate
Daytime,144.0,150.5,No,No,Yes,Male,No,0,7,6,13.916666666666666,0,7,6,13.916666666666666,Graduate
Daytime,128.0,121.0,Yes,No,Yes,Male,No,0,6,6,13.5,0,6,6,13.571428571428571,Graduate
Daytime,116.0,112.2,Yes,No,Yes,Male,No,0,5,3,11.333333333333334,0,5,2,10.666666666666666,Enrolled
Daytime,135.0,129.4,Yes,No,Yes,Male,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,121.0,114.4,No,No,Yes,Male,No,0,6,5,11.5,0,6,4,14.6,Graduate
Daytime,134.0,120.3,Yes,No,Yes,Male,Yes,0,8,7,12.082857142857142,0,8,7,12.082857142857142,Graduate
Evening,120.0,120.0,No,No,Yes,Male,Yes,0,6,6,11.833333333333334,0,6,5,12.8,Graduate
Daytime,125.0,114.5,Yes,No,Yes,Male,Yes,0,5,5,13.4,0,5,5,12.4,Graduate
Daytime,141.0,127.8,No,No,Yes,Male,Yes,0,7,0,0.0,0,7,0,0.0,Dropout
Daytime,140.0,124.6,Yes,No,Yes,Male,No,0,6,5,14.2,0,6,6,14.571428571428571,Graduate
Daytime,144.0,130.3,Yes,No,Yes,Male,Yes,0,8,7,13.814285714285717,0,8,7,13.814285714285717,Graduate
Daytime,122.0,118.2,No,No,Yes,Male,Yes,0,6,4,11.25,0,6,6,10.5,Enrolled
Daytime,130.0,118.8,No,No,Yes,Male,Yes,0,6,6,14.5,0,6,6,13.666666666666666,Graduate
Daytime,133.1,133.0,Yes,No,Yes,Male,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,133.1,129.0,Yes,No,Yes,Male,No,0,7,6,11.3,0,7,6,11.3,Graduate
Daytime,147.0,100.0,No,No,Yes,Male,No,0,2,0,0.0,0,4,1,16.0,Enrolled
Daytime,127.0,120.7,Yes,Yes,Yes,Male,No,0,5,1,12.0,0,5,3,12.0,Enrolled
Daytime,136.0,132.5,Yes,No,Yes,Male,No,0,8,7,12.3,0,8,7,12.3,Graduate
Daytime,127.0,120.3,Yes,No,Yes,Male,Yes,0,8,7,12.694285714285714,0,8,7,12.694285714285714,Graduate
Daytime,123.0,114.6,No,No,Yes,Male,No,0,5,4,11.0,0,5,4,11.0,Graduate
Daytime,128.0,116.5,Yes,No,Yes,Male,Yes,0,6,6,13.0,0,6,6,14.166666666666666,Graduate
Daytime,128.0,127.8,No,No,Yes,Male,Yes,0,7,7,14.4125,0,8,8,16.05,Graduate
Daytime,140.0,129.9,Yes,No,Yes,Male,No,0,7,7,12.92875,0,8,8,14.0625,Dropout
Daytime,121.0,118.9,Yes,No,Yes,Male,No,0,6,6,13.333333333333334,0,6,5,12.8,Graduate
Daytime,122.0,114.3,Yes,No,Yes,Male,Yes,0,6,5,12.8,0,6,5,12.8,Enrolled
Daytime,126.0,114.8,Yes,No,Yes,Male,No,0,8,7,14.402857142857142,0,8,7,14.402857142857142,Graduate
Daytime,135.0,123.0,Yes,No,Yes,Male,Yes,0,8,7,13.381428571428572,0,8,7,13.381428571428572,Graduate
Daytime,131.0,122.1,Yes,No,Yes,Male,No,0,7,7,14.13125,0,8,8,13.98375,Graduate
Daytime,140.0,123.7,No,No,Yes,Male,No,0,5,5,11.714285714285714,0,5,5,12.6,Graduate
Daytime,131.0,132.4,Yes,No,Yes,Male,No,0,5,5,11.8,0,5,4,11.25,Enrolled
Evening,130.0,114.8,No,No,Yes,Male,No,0,6,6,11.166666666666666,1,6,2,11.0,Graduate
Daytime,130.0,130.0,No,No,Yes,Male,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,140.0,122.3,No,No,Yes,Male,No,0,6,5,13.6,0,6,5,12.0,Dropout
Daytime,130.0,152.4,Yes,No,Yes,Male,No,4,12,12,13.846153846153848,5,12,11,14.090909090909092,Graduate
Daytime,125.0,120.1,No,No,Yes,Male,Yes,0,6,6,12.5,0,6,6,13.333333333333334,Graduate
Daytime,160.0,155.1,Yes,No,Yes,Male,No,0,5,5,16.4,0,5,5,14.6,Graduate
Daytime,130.0,124.5,No,No,Yes,Male,Yes,5,11,11,13.818181818181818,5,11,11,13.454545454545457,Graduate
Daytime,144.0,126.9,No,No,Yes,Male,No,0,6,5,10.6,0,6,4,10.5,Graduate
Daytime,133.1,153.2,Yes,Yes,Yes,Male,No,0,5,5,10.2,0,5,5,12.2,Graduate
Daytime,148.0,129.8,No,No,Yes,Male,No,0,6,5,10.6,0,6,4,10.4,Enrolled
Evening,133.1,135.0,No,No,Yes,Male,No,7,10,9,11.444444444444445,4,11,5,10.8,Dropout
Daytime,133.0,131.3,Yes,No,Yes,Male,No,0,6,5,14.333333333333334,4,8,8,12.625,Enrolled
Daytime,129.0,125.2,No,No,Yes,Male,Yes,15,16,16,13.0,11,13,13,13.266666666666667,Graduate
Daytime,144.0,141.3,Yes,No,Yes,Male,Yes,0,8,8,13.31,0,8,8,13.31,Graduate
Daytime,120.0,117.1,Yes,No,Yes,Male,Yes,0,6,5,10.571428571428571,0,6,5,12.2,Graduate
Daytime,144.0,126.5,Yes,No,Yes,Male,Yes,0,8,7,13.487142857142857,0,8,7,13.487142857142857,Graduate
Daytime,132.0,120.1,No,No,Yes,Male,Yes,0,6,6,12.333333333333334,0,6,6,11.833333333333334,Graduate
Daytime,142.0,128.4,No,No,Yes,Male,No,0,6,6,11.875,0,6,5,12.833333333333334,Dropout
Daytime,136.0,140.0,Yes,No,Yes,Male,No,0,7,6,13.966666666666669,0,7,6,13.966666666666669,Graduate
Daytime,133.1,110.0,Yes,No,No,Male,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,122.0,116.8,Yes,No,Yes,Male,No,0,5,4,11.5,0,5,5,12.8,Graduate
Daytime,133.1,104.5,Yes,No,Yes,Male,No,0,2,2,12.5,0,7,0,0.0,Dropout
Daytime,140.0,140.0,No,No,Yes,Male,No,0,7,0,0.0,0,8,0,0.0,Dropout
Daytime,117.0,113.2,No,No,Yes,Male,No,0,7,6,11.98,0,8,7,13.225,Graduate
Daytime,128.0,118.6,Yes,No,Yes,Male,Yes,0,6,5,13.2,0,6,5,11.8,Enrolled
Daytime,136.0,123.8,No,No,Yes,Male,No,0,7,6,11.614285714285714,0,8,8,14.0375,Graduate
Daytime,141.0,126.7,Yes,No,Yes,Male,Yes,0,8,7,14.314285714285717,0,8,7,14.314285714285717,Graduate
Daytime,130.0,133.8,No,No,Yes,Male,No,0,7,0,0.0,0,8,0,0.0,Dropout
Daytime,140.0,140.0,No,No,Yes,Male,No,2,6,6,12.666666666666666,1,6,2,13.0,Enrolled
Daytime,102.0,100.6,Yes,No,Yes,Male,Yes,0,7,6,12.766666666666666,0,8,7,12.128571428571428,Graduate
Daytime,126.0,132.7,No,No,Yes,Male,Yes,0,6,6,12.666666666666666,0,6,5,12.2,Graduate
Daytime,125.0,106.6,Yes,No,Yes,Male,No,4,6,6,11.5,0,6,4,10.571428571428571,Dropout
Daytime,120.0,140.4,No,No,Yes,Male,No,2,6,5,11.4,0,6,4,11.75,Dropout
Daytime,132.0,128.3,Yes,No,Yes,Male,Yes,0,7,7,14.70625,0,8,8,14.4775,Graduate
